Amazon_Name,Amazon_Synonyms,Amazon_SalesPrice,Amazon_OriginalPrice,Amazon_Availability,Amazon_Rating,Amazon_ProductLink,Amazon_ImageLink,Flipkart_Name,Flipkart_Synonyms,Flipkart_SalesPrice,Flipkart_OriginalPrice,Flipkart_Rating,Flipkart_ProductLink,Flipkart_ImageLink,Snapdeal_Name,Snapdeal_Synonyms,Snapdeal_SalesPrice,Snapdeal_OriginalPrice,Snapdeal_Rating,Snapdeal_ProductLink,Snapdeal_ImageLink,Snapdeal_Availability
Lava A9 Black/Blue,['Lava A9 Black/Blue'],1740,1849,Available,4.6,https://www.amazon.co.in/Lava-A9-Black-Blue/dp/B08C7GNHFM/ref=sr_1_788?dchild=1&keywords=mobile&qid=1624268880&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-788,https://m.media-amazon.com/images/I/314gT4GIc3L._AC_UY218_.jpg,LAVA A9, |  | LAVA A9,1577.0,1849,4.2,https://www.flipkart.com/lava-a9/p/itmd315beb0dcfaf?pid=MOBFSMH9FQAGMTFZ&lid=LSTMOBFSMH9FQAGMTFZSWXQMP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_406&otracker=browse&fm=organic&iid=6c5541ad-08c4-4707-8453-76f9da3c6071.MOBFSMH9FQAGMTFZ.SEARCH&ppt=None&ppn=None&ssid=pvtz7na1b40000001624017658096,https://rukminim1.flixcart.com/image/312/312/kbpeoi80/mobile/t/f/z/lava-a9-lava-a9-original-imafszsqknrukzps.jpeg?q=70,,,,,,,,
Lava A9 Black/Blue,['Lava A9 Black/Blue'],1740,1849,Available,4.6,https://www.amazon.co.in/Lava-A9-Black-Blue/dp/B08C7GNHFM/ref=sr_1_788?dchild=1&keywords=mobile&qid=1624268880&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-788,https://m.media-amazon.com/images/I/314gT4GIc3L._AC_UY218_.jpg,LAVA A9, |  | LAVA A9,1577.0,1849,4.2,https://www.flipkart.com/lava-a9/p/itmd315beb0dcfaf?pid=MOBFSMH9WHC3WHZZ&lid=LSTMOBFSMH9WHC3WHZZSPP29M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_407&otracker=browse&fm=organic&iid=6c5541ad-08c4-4707-8453-76f9da3c6071.MOBFSMH9WHC3WHZZ.SEARCH&ppt=None&ppn=None&ssid=pvtz7na1b40000001624017658096,https://rukminim1.flixcart.com/image/312/312/kbpeoi80/mobile/h/z/z/lava-a9-lava-a9-original-imafszsqnz5ec2da.jpeg?q=70,,,,,,,,
Lava A9 Black/Blue,['Lava A9 Black/Blue'],1740,1849,Available,4.6,https://www.amazon.co.in/Lava-A9-Black-Blue/dp/B08C7GNHFM/ref=sr_1_788?dchild=1&keywords=mobile&qid=1624268880&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-788,https://m.media-amazon.com/images/I/314gT4GIc3L._AC_UY218_.jpg,LAVA A9, |  | LAVA A9,1798.0,NAN,4.2,https://www.flipkart.com/lava-a9/p/itmd315beb0dcfaf?pid=MOBFVERFGTAZUTEU&lid=LSTMOBFVERFGTAZUTEUJM7BAD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_414&otracker=browse&fm=organic&iid=e67160b4-a982-4a68-8256-b1b210d1dcb4.MOBFVERFGTAZUTEU.SEARCH&ppt=None&ppn=None&ssid=qwadh9q8yo0000001624017685818,https://rukminim1.flixcart.com/image/312/312/kesv0y80/mobile/t/e/u/lava-a9-lava-a9-original-imafver42hdhhshs.jpeg?q=70,,,,,,,,
Gionee Pioneer P5L (Black),"['Gionee Pioneer P5L ', 'Gionee Pioneer P5L  Black']",8422,9199,Available,3.4,https://www.amazon.co.in/Gionee-P5L-Pioneer-Black/dp/B01DZUUDOO/ref=sr_1_789?dchild=1&keywords=mobile&qid=1624268880&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-789,https://m.media-amazon.com/images/I/61yBR1KdfuL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Samsung Galaxy A72 (Blue, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","['Samsung Galaxy A72 ', 'Samsung Galaxy A72 Blue', 'Samsung Galaxy A72  8GB RAM']",34999,41999,Available,4.1,https://www.amazon.co.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B08VB4R44V/ref=sr_1_790?dchild=1&keywords=mobile&qid=1624268880&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-790,https://m.media-amazon.com/images/I/81FKWVLsxzL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"SHIVANSH Coolpad Mega 5S Gold, 4GB RAM, 64 GB Storage","['SHIVANSH Coolpad Mega 5S Gold', 'SHIVANSHCoolpad Mega 5S Gold  4GB RAM', 'SHIVANSHCoolpad Mega 5S Gold 64 GB Storage']",5999,9999,Available,3.0,https://www.amazon.co.in/SHIVANSH-Coolpad-Mega-Gold-Storage/dp/B08TWHVVD4/ref=sr_1_791?dchild=1&keywords=mobile&qid=1624268880&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-791,https://m.media-amazon.com/images/I/41edoS8C-3L._AC_UY218_.jpg,"Coolpad Mega 5S (Gold, 64 GB)",Coolpad Mega 5S | Coolpad Mega 5S Gold | Coolpad Mega 5S  64 GB,6499.0,NAN,3.5,https://www.flipkart.com/coolpad-mega-5s-gold-64-gb/p/itm5de24a4f7c3e5?pid=MOBFZHAHRKAVGWGZ&lid=LSTMOBFZHAHRKAVGWGZ9W2MAH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_33_790&otracker=browse&fm=organic&iid=d7daf404-3cf8-47b2-beed-b39882cbc555.MOBFZHAHRKAVGWGZ.SEARCH&ppt=None&ppn=None&ssid=vtzbwj3a6o0000001624018096883,https://rukminim1.flixcart.com/image/312/312/kjuby4w0/mobile/n/b/1/mega-s5-1902-coolpad-original-imafzbpymptufshv.jpeg?q=70,,,,,,,,
"Samsung Galaxy A12 (White,4GB RAM, 64GB Storage) Without Offers","['Samsung Galaxy A12 ', 'Samsung Galaxy A12 White', 'Samsung Galaxy A12 4GB RAM']",12990,13999,Available,3.9,https://www.amazon.co.in/Samsung-Galaxy-Storage-Without-Offers/dp/B08LRDTN8J/ref=sr_1_792?dchild=1&keywords=mobile&qid=1624268880&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-792,https://m.media-amazon.com/images/I/91C59JQuC2L._AC_UY218_.jpg,"SAMSUNG Galaxy M12 (White, 64 GB)",SAMSUNG Galaxy M12 | SAMSUNG Galaxy M12 White | SAMSUNG Galaxy M12  64 GB,11299.0,NAN,4.2,https://www.flipkart.com/samsung-galaxy-m12-white-64-gb/p/itmfc7abd82822b2?pid=MOBGFG8GWBRPHMKT&lid=LSTMOBGFG8GWBRPHMKTXKS3PB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_33_783&otracker=browse&fm=organic&iid=d7daf404-3cf8-47b2-beed-b39882cbc555.MOBGFG8GWBRPHMKT.SEARCH&ppt=None&ppn=None&ssid=vtzbwj3a6o0000001624018096883,https://rukminim1.flixcart.com/image/312/312/kmjhw280/mobile/l/i/s/galaxy-m12-galaxy-m12-samsung-original-imagffyujuzhbuz7.jpeg?q=70,,,,,,,,
"Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) Without Offer","['Vivo V19 ', 'Vivo V19 Piano Black', 'Vivo V19  8GB RAM']",20800,30990,Available,4.3,https://www.amazon.co.in/Vivo-Piano-Black-Storage-Without/dp/B08445DF2X/ref=sr_1_793?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-793,https://m.media-amazon.com/images/I/61GUsaWdigL._AC_UY218_.jpg,,,,,,,,,,,,,,,
(Renewed) Samsung Guru Music 2 (Gold),['SamsungGold'],1853,1853,Available,4.0,https://www.amazon.co.in/Renewed-Samsung-Guru-Music-Gold/dp/B07KWRSM1V/ref=sr_1_794?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-794,https://m.media-amazon.com/images/I/71keePS0y6L._AC_UY218_.jpg,,,,,,,,,,,,,,,
"I KALL K16 Premium Mobile (Dual Sim, White)","['I KALL K16 Premium Mobile ', 'I KALL K16 Premium Mobile Dual Sim', 'I KALL K16 Premium Mobile  White']",719,999,Available,,https://www.amazon.co.in/KALL-K16-Premium-Mobile-White/dp/B0963RCMPQ/ref=sr_1_795?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-795,https://m.media-amazon.com/images/I/619489s-RkL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Mi 11X Pro 5G (Lunar White, 8GB RAM, 256GB Storage) | Snapdragon 888 | 108MP Camera | Upto 2000 Additional Exchange","['Mi 11X Pro 5G ', 'Mi 11X Pro 5G Lunar White', 'Mi 11X Pro 5G  8GB RAM']",41999,49999,Available,4.0,https://www.amazon.co.in/Mi11XPro-Lunar-White-256GB-Storage/dp/B08LRDTY1M/ref=sr_1_796?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-796,https://m.media-amazon.com/images/I/71+g+SNcILS._AC_UY218_.jpg,"MI 11X 5G (LUNAR WHITE, 128 GB)",MI 11X 5G | MI 11X 5G LUNAR WHITE | MI 11X 5G  128 GB,29979.0,33999,4.5,https://www.flipkart.com/mi-11x-5g-lunar-white-128-gb/p/itmdc6a5f695c609?pid=MOBG2QSCM6PGST6M&lid=LSTMOBG2QSCM6PGST6MLCFNHR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_37_865&otracker=browse&fm=organic&iid=e0f4561c-aff2-4eaf-a867-aec8152db603.MOBG2QSCM6PGST6M.SEARCH&ppt=None&ppn=None&ssid=zqjg18ulow0000001624018207350,https://rukminim1.flixcart.com/image/312/312/ko8xtow0/mobile/j/f/0/m2012k11ai-11x-redmi-original-imag2qsbdt28exzc.jpeg?q=70,,,,,,,,
"(Renewed) OPPO Reno2 (Ocean Blue, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","['OPPOOcean Blue', 'OPPO 8GB RAM']",21995,38990,Available,4.0,https://www.amazon.co.in/Renewed-Storage-Additional-Exchange-Offers/dp/B07Z9N5Y6F/ref=sr_1_797?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-797,https://m.media-amazon.com/images/I/412MNf04yiL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"(Renewed) OnePlus Nord 5G (Blue Marble, 12GB RAM, 256GB Storage)","['OnePlusBlue Marble', 'OnePlus 12GB RAM']",29990,29990,Available,3.5,https://www.amazon.co.in/Renewed-OnePlus-Marble-256GB-Storage/dp/B08L38T5GC/ref=sr_1_798?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-798,https://m.media-amazon.com/images/I/61RdG7c+VUL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"(Renewed) Micromax in 1b (Purple, 4GB RAM, 64GB Storage)","['MicromaxPurple', 'Micromax 4GB RAM']",Unavailable,Unavailable,Unavailable,,https://www.amazon.co.in/Renewed-Micromax-Purple-64GB-Storage/dp/B08VS8BLNF/ref=sr_1_799?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-799,https://m.media-amazon.com/images/I/514m4D8q03L._AC_UY218_.jpg,,,,,,,,,,,,,,,
I KALL K28 Multimedia Dual Sim Premium Keypad Mobile Combo (Black & Red),"['I KALL K28 Multimedia Dual Sim Premium Keypad Mobile Combo ', 'I KALL K28 Multimedia Dual Sim Premium Keypad Mobile Combo  Black & Red']",1249,1998,Available,,https://www.amazon.co.in/K28-Multimedia-Premium-Keypad-Mobile/dp/B09151GTDL/ref=sr_1_800?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-800,https://m.media-amazon.com/images/I/51tETDjZVGL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Redmi K20 (Carbon Black, 6GB RAM, 128GB Storage)","['Redmi K20 ', 'Redmi K20 Carbon Black', 'Redmi K20  6GB RAM']",18699,24999,Available,4.2,https://www.amazon.co.in/Redmi-K20-Carbon-Black-Storage/dp/B082FNG2D1/ref=sr_1_801?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-801,https://m.media-amazon.com/images/I/71CneCqA-VL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Redmi K20 (Flame Red, 6GB RAM, 128GB Storage)","['Redmi K20 ', 'Redmi K20 Flame Red', 'Redmi K20  6GB RAM']",17990,24999,Available,4.2,https://www.amazon.co.in/Redmi-K20-Flame-128GB-Storage/dp/B082FMMD3B/ref=sr_1_802?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-802,https://m.media-amazon.com/images/I/71EJD0Hdz2L._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Gionee S11 Lite (Gold, 4GB Ram, 32GB Storage)","['Gionee S11 Lite ', 'Gionee S11 Lite Gold', 'Gionee S11 Lite  4GB Ram']",7895,15399,Available,3.8,https://www.amazon.co.in/Gionee-S11-Lite-Gold-32GB/dp/B078SC99MR/ref=sr_1_803?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-803,https://m.media-amazon.com/images/I/31mv4hFjV5L._AC_UY218_.jpg,,,,,,,,,,,,,,,
"(Renewed) Mi A2 (Red, 64GB)","['MiRed', 'Mi 64GB']",8999,14999,Available,3.5,https://www.amazon.co.in/CERTIFIED-REFURBISHED-Mi-Red-64GB/dp/B07J5PMQ3V/ref=sr_1_804?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-804,https://m.media-amazon.com/images/I/91vy-wIQkRL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"IKALL K39 Gold Series Multimedia Keypad Bar Phone with Dual SIM Card, Camera, Fast Charging, King Voice Feature, Torch, Bluetooth (Blue, 2.4 inch)","['IKALL K39 Gold Series Multimedia Keypad Bar Phone with Dual SIM Card, Camera, Fast Charging, King Voice Feature, Torch, Bluetooth ', 'IKALL K39 Gold Series Multimedia Keypad Bar Phone with Dual SIM Card, Camera, Fast Charging, King Voice Feature, Torch, Bluetooth Blue', 'IKALL K39 Gold Series Multimedia Keypad Bar Phone with Dual SIM Card, Camera, Fast Charging, King Voice Feature, Torch, Bluetooth  2.4 inch']",869,1299,Available,1.5,https://www.amazon.co.in/IKALL-Multimedia-Charging-Feature-Bluetooth/dp/B08WB2KXTX/ref=sr_1_805?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-805,https://m.media-amazon.com/images/I/71h8lgMMl1L._AC_UY218_.jpg,,,,,,,,,,,,,,,
"(Renewed) OnePlus Nord 5G (Gray Onyx, 12GB RAM, 256GB Storage)","['OnePlusGray Onyx', 'OnePlus 12GB RAM']",29990,29990,Available,3.5,https://www.amazon.co.in/Renewed-OnePlus-Nord-256GB-Storage/dp/B08L39Q516/ref=sr_1_806?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-806,https://m.media-amazon.com/images/I/61imIDlZ7JL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"I KALL Gold Series K15+ (1.8 Inch, 1000 mAh Battery, Vibration, King Voice) (Black Blue)","['I KALL Gold Series K15+ ', 'I KALL Gold Series K15+ 1.8 Inch', 'I KALL Gold Series K15+  1000 mAh Battery']",899,999,Available,5.0,https://www.amazon.co.in/K15-Battery-Vibration-Voice-Black/dp/B08WCVD6NF/ref=sr_1_807?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-807,https://m.media-amazon.com/images/I/51ZSZp+bgJL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"I KALL K72 (Dual Sim, Blue)","['I KALL K72 ', 'I KALL K72 Dual Sim', 'I KALL K72  Blue']",649,799,Available,2.5,https://www.amazon.co.in/KALL-K72-Dual-Sim-Blue/dp/B08KT56KDM/ref=sr_1_808?dchild=1&keywords=mobile&qid=1624268885&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-808,https://m.media-amazon.com/images/I/51u1op6VsuL._AC_UY218_.jpg,,,,,,,,,,,,,,,
