Snapdeal_Name,Snapdeal_Synonyms,Snapdeal_SalesPrice,Snapdeal_OriginalPrice,Snapdeal_Rating,Snapdeal_ProductLink,Snapdeal_ImageLink,Snapdeal_Availability,Amazon_Name,Amazon_Synonyms,Amazon_SalesPrice,Amazon_OriginalPrice,Amazon_Availability,Amazon_Rating,Amazon_ProductLink,Amazon_ImageLink,Flipkart_Name,Flipkart_Synonyms,Flipkart_SalesPrice,Flipkart_OriginalPrice,Flipkart_Rating,Flipkart_ProductLink,Flipkart_ImageLink
"Xolo Era 2 ( 8GB , 1 GB ) Pyramid Gold","Xolo Era 2 | Xolo Era 2 ( 8GB , 1 GB) | Xolo Era 2 Gold",4463,,3.8,https://www.snapdeal.com/product/xolo-era-2-8gb-black/6341068914702845328,https://n4.sdlcdn.com/imgs/h/h/d/1-1bfa8.jpg,Sold out,,,,,,,,,,,,,,,
"Redmi 9 ( 64GB , 4 GB ) Sporty Orange","Redmi 9 | Redmi 9 ( 64GB , 4 GB) | Redmi 9 Orange",9503,10999.0,4.3,https://www.snapdeal.com/product/redmi-9-64gb-4-gb/8070451197392499197,https://n4.sdlcdn.com/imgs/j/q/v/Redmi-9-64GB-4-GB-SDL739288936-1-73c5f.jpeg,Available,"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","['Redmi 9 ', 'Redmi 9 Sporty Orange', 'Redmi 9  4GB RAM']",8799,10999,Available,4.2,https://www.amazon.co.in/Redmi-Sporty-Orange-64GB-Storage/dp/B08696W3B3/ref=sr_1_13?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-13,https://m.media-amazon.com/images/I/71A9Vo1BatL._AC_UY218_.jpg,"Redmi 9 (Sporty Orange, 64 GB)",Redmi 9 | Redmi 9 Sporty Orange | Redmi 9  64 GB,9189.0,NAN,4.2,https://www.flipkart.com/redmi-9-sporty-orange-64-gb/p/itm4fb151383983b?pid=MOBFV5FPCJC9ZKRB&lid=LSTMOBFV5FPCJC9ZKRBGJY4JX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_317&otracker=browse&fm=organic&iid=d6ec1086-61cf-4bc4-bf7e-55b8e48c07b7.MOBFV5FPCJC9ZKRB.SEARCH&ppt=None&ppn=None&ssid=nq33601uzk0000001624017575308,https://rukminim1.flixcart.com/image/312/312/kehfi4w0/mobile/y/a/d/mi-redmi-9-lpddr4x-original-imafv5kyeqsgxgzz.jpeg?q=70
"Oppo A31 ( 128GB , 6 GB ) White","Oppo A31 | Oppo A31 ( 128GB , 6 GB) | Oppo A31 White",12999,12999.0,0.0,https://www.snapdeal.com/product/oppo-a31-128gb-6-gb/5764608208615530194,https://n4.sdlcdn.com/imgs/j/s/u/Oppo-A31-128GB-6-GB-SDL401820187-1-ec2c9.jpg,Available,,,,,,,,,,,,,,,
"Realme Narzo 30A ( 32GB , 3 GB ) Blue","Realme Narzo 30A | Realme Narzo 30A ( 32GB , 3 GB) | Realme Narzo 30A Blue",9499,9999.0,0.0,https://www.snapdeal.com/product/realme-narzo-30a-32gb-3/639295906541,https://n3.sdlcdn.com/imgs/j/s/d/Realme-Narzo-30A-32GB-3-SDL263127531-1-6e348.jpg,Available,,,,,,,,,"realme Narzo 30A (Laser Blue, 32 GB)",realme Narzo 30A | realme Narzo 30A Laser Blue | realme Narzo 30A  32 GB,8999.0,9999,4.4,https://www.flipkart.com/realme-narzo-30a-laser-blue-32-gb/p/itma78aeb1d764b5?pid=MOBGYFAXFQYTPYEF&lid=LSTMOBGYFAXFQYTPYEFHEOYGJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_22&otracker=browse&fm=organic&iid=3724793c-f4d9-4169-acc3-7c40c23cb9f7.MOBGYFAXFQYTPYEF.SEARCH&ppt=None&ppn=None&ssid=955fid1hvk0000001624017213520,https://rukminim1.flixcart.com/image/312/312/klgx0280/mobile/h/q/e/narzo-30a-rmx3171-realme-original-imagyhbgh8qfambf.jpeg?q=70
"Xolo Era 2 ( 8GB , 1 GB ) Black","Xolo Era 2 | Xolo Era 2 ( 8GB , 1 GB) | Xolo Era 2 Black",4463,,3.8,https://www.snapdeal.com/product/xolo-era-2-8gb-black/5188147410095998352,https://n3.sdlcdn.com/imgs/h/h/d/1-31100.jpg,Sold out,,,,,,,,,,,,,,,
"Redmi 9A ( 32GB , 2 GB ) Black","Redmi 9A | Redmi 9A ( 32GB , 2 GB) | Redmi 9A Black",7749,8999.0,4.3,https://www.snapdeal.com/product/redmi-9a-32gb-2-gb/6917529701857746477,https://n1.sdlcdn.com/imgs/j/i/1/Redmi-9A-32GB-2-GB-SDL962065231-1-8c0d1.jpg,Available,Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,"['Redmi 9A ', 'Redmi 9A  Midnight Black 2GB RAM 32GB Storage']",6799,8499,Available,4.2,https://www.amazon.co.in/Redmi-9A-Midnight-2GB-32GB/dp/B08697N43G/ref=sr_1_26?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-26,https://m.media-amazon.com/images/I/71sxlhYhKWL._AC_UY218_.jpg,,,,,,,
"INFINIX Hot 10 ( 64GB , 4 GB ) Moonlight Jade","INFINIX Hot 10 | INFINIX Hot 10 ( 64GB , 4 GB) | INFINIX Hot 10 Jade",10803,11999.0,0.0,https://www.snapdeal.com/product/infinix-hot-10-64gb-4/675277438920,https://n2.sdlcdn.com/imgs/j/r/0/INFINIX-Hot-10-64GB-4-SDL437333774-1-71e81.jpg,Available,,,,,,,,,"Infinix Hot 10 (Moonlight Jade, 64 GB)",Infinix Hot 10 | Infinix Hot 10 Moonlight Jade | Infinix Hot 10  64 GB,8999.0,11999,4.4,https://www.flipkart.com/infinix-hot-10-moonlight-jade-64-gb/p/itm05a303fc89d2e?pid=MOBFVX6YKTBGNRH8&lid=LSTMOBFVX6YKTBGNRH8Z92BPO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_3&otracker=browse&fm=organic&iid=3724793c-f4d9-4169-acc3-7c40c23cb9f7.MOBFVX6YKTBGNRH8.SEARCH&ppt=None&ppn=None&ssid=955fid1hvk0000001624017213520,https://rukminim1.flixcart.com/image/312/312/kfpq5jk0/mobile/w/9/j/infinix-hot-10-x682c-original-imafw44bkmf2hhp3.jpeg?q=70
"Samsung M02s ( 32GB , 3 GB ) Blue","Samsung M02s | Samsung M02s ( 32GB , 3 GB) | Samsung M02s Blue",9999,10499.0,0.0,https://www.snapdeal.com/product/samsung-m02s-32gb-3-gb/6917529706520383582,https://n2.sdlcdn.com/imgs/j/s/m/Samsung-M02s-32GB-3-GB-SDL291597116-1-d08b2.jpg,Available,,,,,,,,,"SAMSUNG M02s (Blue, 64 GB)",SAMSUNG M02s | SAMSUNG M02s Blue | SAMSUNG M02s  64 GB,10290.0,NAN,4.2,https://www.flipkart.com/samsung-m02s-blue-64-gb/p/itm400a7720950fa?pid=MOBFZJ7KWHHAGUT8&lid=LSTMOBFZJ7KWHHAGUT8BZ0IBH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_28_659&otracker=browse&fm=organic&iid=4792d7b7-2d27-46be-900c-e758e6ac8e70.MOBFZJ7KWHHAGUT8.SEARCH&ppt=None&ppn=None&ssid=ubo08db8ao0000001624017960137,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/mobile/o/c/v/m02s-sb08rswhmz65-samsung-original-imafzg9at5uyrwhh.jpeg?q=70
"Samsung Galaxy M31 ( 128GB , 6 GB ) Black","Samsung Galaxy M31 | Samsung Galaxy M31 ( 128GB , 6 GB) | Samsung Galaxy M31 Black",18003,19999.0,0.0,https://www.snapdeal.com/product/samsung-galaxy-m31-128gb-6/670462998808,https://n3.sdlcdn.com/imgs/j/g/e/Samsung-Galaxy-M31-128GB-6-SDL405975940-1-8af9a.jpeg,Available,"Samsung Galaxy A7 (Black, 6GB RAM and 128GB Storage)","['Samsung Galaxy A7 ', 'Samsung Galaxy A7 Black', 'Samsung Galaxy A7  6GB RAM and 128GB Storage']",Unavailable,Unavailable,Unavailable,4.2,https://www.amazon.co.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B07K2HZWB3/ref=sr_1_1664?dchild=1&keywords=mobile&qid=1624269038&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-1664,https://m.media-amazon.com/images/I/61fM-iYGdYL._AC_UY218_.jpg,"SAMSUNG Galaxy M31 (Space Black, 128 GB)",SAMSUNG Galaxy M31 | SAMSUNG Galaxy M31 Space Black | SAMSUNG Galaxy M31  128 GB,16354.0,17499,4.3,https://www.flipkart.com/samsung-galaxy-m31-space-black-128-gb/p/itmeb29fb2c00580?pid=MOBFPNPS6QGTKBQB&lid=LSTMOBFPNPS6QGTKBQBWLJMAO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_279&otracker=browse&fm=organic&iid=baec1ac4-75d4-4896-9924-72bcff678314.MOBFPNPS6QGTKBQB.SEARCH&ppt=None&ppn=None&ssid=2os3pvas3k0000001624017519928,https://rukminim1.flixcart.com/image/312/312/k7f34i80/mobile/k/g/h/samsung-galaxy-m31-sm-m315fzkgins-original-imafpnrzzt9krr9a.jpeg?q=70
"Samsung Galaxy M31 ( 128GB , 6 GB ) Black","Samsung Galaxy M31 | Samsung Galaxy M31 ( 128GB , 6 GB) | Samsung Galaxy M31 Black",18003,19999.0,0.0,https://www.snapdeal.com/product/samsung-galaxy-m31-128gb-6/670462998808,https://n3.sdlcdn.com/imgs/j/g/e/Samsung-Galaxy-M31-128GB-6-SDL405975940-1-8af9a.jpeg,Available,"Samsung Galaxy A7 (Black, 6GB RAM and 128GB Storage)","['Samsung Galaxy A7 ', 'Samsung Galaxy A7 Black', 'Samsung Galaxy A7  6GB RAM and 128GB Storage']",Unavailable,Unavailable,Unavailable,4.2,https://www.amazon.co.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B07K2HZWB3/ref=sr_1_1664?dchild=1&keywords=mobile&qid=1624269038&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-1664,https://m.media-amazon.com/images/I/61fM-iYGdYL._AC_UY218_.jpg,"SAMSUNG Galaxy M31 (Space Black, 128 GB)",SAMSUNG Galaxy M31 | SAMSUNG Galaxy M31 Space Black | SAMSUNG Galaxy M31  128 GB,18999.0,NAN,4.3,https://www.flipkart.com/samsung-galaxy-m31-space-black-128-gb/p/itmed6043337ac0e?pid=MOBFUYQTCWZVMGEK&lid=LSTMOBFUYQTCWZVMGEK7JJWDY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_32_750&otracker=browse&fm=organic&iid=bd22d527-818f-4818-8baa-5ab0fbba2e1a.MOBFUYQTCWZVMGEK.SEARCH&ppt=None&ppn=None&ssid=jlj1uty1c00000001624018069643,https://rukminim1.flixcart.com/image/312/312/ke8uv0w0/mobile/g/e/k/samsung-galaxy-m31-sm-m315fzkhins-original-imafuywtj9yfjjhx.jpeg?q=70
"Redmi 9 ( 64GB , 4 GB ) Black","Redmi 9 | Redmi 9 ( 64GB , 4 GB) | Redmi 9 Black",9503,10999.0,4.3,https://www.snapdeal.com/product/redmi-9-64gb-4-gb/5188147435875381757,https://n2.sdlcdn.com/imgs/j/s/1/Redmi-9-64GB-4-GB-SDL901092064-1-734e4.jpeg,Available,"Redmi 4 (Black, 16 GB)","['Redmi 4 ', 'Redmi 4 Black', 'Redmi 4  16 GB']",6999,7499,Available,4.1,https://www.amazon.co.in/Redmi-4-Black-16-GB/dp/B01MT0QKAG/ref=sr_1_1350?dchild=1&keywords=mobile&qid=1624268983&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-1350,https://m.media-amazon.com/images/I/61nzk9MGSlL._AC_UY218_.jpg,,,,,,,
"Motorola E7 Plus ( 64GB , 4 GB ) Blue","Motorola E7 Plus | Motorola E7 Plus ( 64GB , 4 GB) | Motorola E7 Plus Blue",11003,12999.0,4.0,https://www.snapdeal.com/product/motorola-e7-plus-64gb-4/655047794917,https://n4.sdlcdn.com/imgs/j/r/e/Motorola-E7-Plus-64GB-4-SDL889289135-1-68494.jpg,Available,,,,,,,,,,,,,,,
"MI 11x 5G ( 128GB , 6 GB ) Black","MI 11x 5G | MI 11x 5G ( 128GB , 6 GB) | MI 11x 5G Black",30499,33999.0,0.0,https://www.snapdeal.com/product/mi-11x-5g-128gb-6/645527672600,https://n4.sdlcdn.com/imgs/j/s/u/MI-11x-5G-128GB-6-SDL631274231-1-060d4.jpg,Available,Mi 11X 5G Cosmic Black 6GB RAM 128GB ROM | SD 870 | DisplayMate A+ rated E4 AMOLED | Upto 2000 Additional Exchange,"['Mi', '11X 5G Cosmic Black 6GB RAM 128GB ROM | SD 870 | DisplayMate A+ rated E4 AMOLED | Upto 2000 Additional Exchange']",29999,33999,Available,4.0,https://www.amazon.co.in/11X-Cosmic-Black-128GB-Storage/dp/B085J1QWFV/ref=sr_1_374?dchild=1&keywords=mobile&qid=1624268808&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-374,https://m.media-amazon.com/images/I/71VQXjN6R7S._AC_UY218_.jpg,,,,,,,
"Samsung M02s ( 32GB , 3 GB ) Black","Samsung M02s | Samsung M02s ( 32GB , 3 GB) | Samsung M02s Black",9999,10499.0,0.0,https://www.snapdeal.com/product/samsung-m02s-32gb-3-gb/8070451211127230558,https://n1.sdlcdn.com/imgs/j/s/n/Samsung-M02s-32GB-3-GB-SDL393130982-1-d2c5e.jpg,Available,,,,,,,,,,,,,,,
"Oppo A15s ( 64GB , 4 GB ) Silver","Oppo A15s | Oppo A15s ( 64GB , 4 GB) | Oppo A15s Silver",12990,13990.0,0.0,https://www.snapdeal.com/product/oppo-a15s-64gb-4-gb/5764608177391873536,https://n4.sdlcdn.com/imgs/j/s/t/Oppo-A15s-64GB-4-GB-SDL807548403-1-58e0e.jpg,Available,,,,,,,,,,,,,,,
"Gionee s11 lite ( 32 GB , 4 GB ) Blue","Gionee s11 lite | Gionee s11 lite ( 32 GB , 4 GB) | Gionee s11 lite Blue",7004,8999.0,3.4,https://www.snapdeal.com/product/gionee-blue-s11-lite-32/5764608157785105335,https://n3.sdlcdn.com/imgs/i/f/r/Gionee-Blue-s11-lite-32-SDL695597010-1-47f88.jpeg,Available,"Gionee S11 Lite (Blue, 4GB RAM, 32GB Storage)","['Gionee S11 Lite ', 'Gionee S11 Lite Blue', 'Gionee S11 Lite  4GB RAM']",7895,15399,Available,3.3,https://www.amazon.co.in/Gionee-S11-Lite-Blue-32GB/dp/B078S9WD8Y/ref=sr_1_185?dchild=1&keywords=mobile&qid=1624268774&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-185,https://m.media-amazon.com/images/I/41Y+96k7hcL._AC_UY218_.jpg,,,,,,,
"Samsung Galaxy M11 ( 64GB , 4 GB ) Blue","Samsung Galaxy M11 | Samsung Galaxy M11 ( 64GB , 4 GB) | Samsung Galaxy M11 Blue",10999,14999.0,5.0,https://www.snapdeal.com/product/samsung-samsung-galaxy-m11-64gb/5764608147400678360,https://n2.sdlcdn.com/imgs/j/d/8/Samsung-Samsung-Galaxy-M11-64GB-SDL640495257-1-b3d14.jpeg,Available,,,,,,,,,"SAMSUNG Galaxy M12 (Blue, 64 GB)",SAMSUNG Galaxy M12 | SAMSUNG Galaxy M12 Blue | SAMSUNG Galaxy M12  64 GB,10999.0,NAN,4.2,https://www.flipkart.com/samsung-galaxy-m12-blue-64-gb/p/itm062b6548d8904?pid=MOBGFG8GCPEGKGF4&lid=LSTMOBGFG8GCPEGKGF4ZDZC3B&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_310&otracker=browse&fm=organic&iid=05d83aa1-e8ea-4e9a-9073-b220490edac9.MOBGFG8GCPEGKGF4.SEARCH&ppt=None&ppn=None&ssid=h5rz5p7xps0000001624017547820,https://rukminim1.flixcart.com/image/312/312/kmjhw280/mobile/h/k/v/galaxy-m12-galaxy-m12-samsung-original-imagffy3wzrmy7ep.jpeg?q=70
"INFINIX Hot 10 Play ( 64GB , 4 GB ) Green","INFINIX Hot 10 Play | INFINIX Hot 10 Play ( 64GB , 4 GB) | INFINIX Hot 10 Play Green",10999,10999.0,0.0,https://www.snapdeal.com/product/infinix-hot-10-play-64gb/8070451216034039121,https://n2.sdlcdn.com/imgs/j/s/y/INFINIX-Hot-10-Play-64GB-SDL475050058-1-7e8bc.png,Available,,,,,,,,,,,,,,,
"Redmi 9 Power ( 64GB , 4 GB ) Black","Redmi 9 Power | Redmi 9 Power ( 64GB , 4 GB) | Redmi 9 Power Black",11399,13999.0,4.3,https://www.snapdeal.com/product/redmi-9-power-64gb-4/6917529675684212900,https://n2.sdlcdn.com/imgs/j/r/6/Redmi-9-Power-64GB-4-SDL961566844-1-b0a59.jpeg,Available,Redmi 9 Power (Mighty Black 4GB RAM 64GB Storage) - 6000mAh Battery |FHD+ Screen | 48MP Quad Camera,"['Redmi 9 Power ', 'Redmi 9 Power  Mighty Black 4GB RAM 64GB Storage']",10499,13999,Available,4.2,https://www.amazon.co.in/Test-Exclusive_2020_1112-Multi-3GB-Storage/dp/B089MS7D8F/ref=sr_1_54?dchild=1&keywords=mobile&qid=1624268754&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-54,https://m.media-amazon.com/images/I/71hEzQGO5qL._AC_UY218_.jpg,"REDMI 9 Power (Mighty Black, 128 GB)",REDMI 9 Power | REDMI 9 Power Mighty Black | REDMI 9 Power  128 GB,12999.0,16999,4.3,https://www.flipkart.com/redmi-9-power-mighty-black-128-gb/p/itm74c84b4084cc5?pid=MOBGYMD9AVZZH9WX&lid=LSTMOBGYMD9AVZZH9WXVMYAUI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_86&otracker=browse&fm=organic&iid=e81452ea-6dde-4a56-990c-eb1ac418e63a.MOBGYMD9AVZZH9WX.SEARCH&ppt=None&ppn=None&ssid=3nmdrt1nlc0000001624017298981,https://rukminim1.flixcart.com/image/312/312/klwmufk0/mobile/z/4/z/9-power-b089mtr9jw-m2010j19si-redmi-original-imagyx9mtwfgrmxm.jpeg?q=70
"Redmi 9 Power ( 64GB , 4 GB ) Black","Redmi 9 Power | Redmi 9 Power ( 64GB , 4 GB) | Redmi 9 Power Black",11399,13999.0,4.3,https://www.snapdeal.com/product/redmi-9-power-64gb-4/6917529675684212900,https://n2.sdlcdn.com/imgs/j/r/6/Redmi-9-Power-64GB-4-SDL961566844-1-b0a59.jpeg,Available,Redmi 9 Power (Mighty Black 4GB RAM 64GB Storage) - 6000mAh Battery |FHD+ Screen | 48MP Quad Camera,"['Redmi 9 Power ', 'Redmi 9 Power  Mighty Black 4GB RAM 64GB Storage']",10499,13999,Available,4.2,https://www.amazon.co.in/Test-Exclusive_2020_1112-Multi-3GB-Storage/dp/B089MS7D8F/ref=sr_1_54?dchild=1&keywords=mobile&qid=1624268754&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-54,https://m.media-amazon.com/images/I/71hEzQGO5qL._AC_UY218_.jpg,"REDMI 9 Power (Mighty Black, 128 GB)",REDMI 9 Power | REDMI 9 Power Mighty Black | REDMI 9 Power  128 GB,11999.0,15999,4.3,https://www.flipkart.com/redmi-9-power-mighty-black-128-gb/p/itm3108d5bba4d22?pid=MOBFYZFQGUURGNCQ&lid=LSTMOBFYZFQGUURGNCQ6XQOHW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_183&otracker=browse&fm=organic&iid=69717a5e-8611-467b-8c4e-97edbade6600.MOBFYZFQGUURGNCQ.SEARCH&ppt=None&ppn=None&ssid=3fw55tp5yo0000001624017410024,https://rukminim1.flixcart.com/image/312/312/kj0bp8w0-0/mobile/d/e/1/9-power-mobhqab1-redmi-original-imafyz93hghvjkmu.jpeg?q=70
"Samsung Galaxy M11 ( 64GB , 4 GB ) Black","Samsung Galaxy M11 | Samsung Galaxy M11 ( 64GB , 4 GB) | Samsung Galaxy M11 Black",11003,14999.0,5.0,https://www.snapdeal.com/product/samsung-samsung-galaxy-m11-64gb/6917529652007525336,https://n1.sdlcdn.com/imgs/j/e/z/Samsung-Galaxy-M11-64GB-4-SDL741428330-1-f4c1f.jpeg,Available,"Samsung Galaxy M11 (Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","['Samsung Galaxy M11 ', 'Samsung Galaxy M11 Black', 'Samsung Galaxy M11  4GB RAM']",8999,14999,Available,4.2,https://www.amazon.co.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KDZGVK/ref=sr_1_25?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-25,https://m.media-amazon.com/images/I/710jkZNub3S._AC_UY218_.jpg,"SAMSUNG Galaxy M11 (Black, 64 GB)",SAMSUNG Galaxy M11 | SAMSUNG Galaxy M11 Black | SAMSUNG Galaxy M11  64 GB,10090.0,10590,4.3,https://www.flipkart.com/samsung-galaxy-m11-black-64-gb/p/itm2b3e5356a5b97?pid=MOBFRZZH4HHGU6YT&lid=LSTMOBFRZZH4HHGU6YTZXEJTW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_187&otracker=browse&fm=organic&iid=69717a5e-8611-467b-8c4e-97edbade6600.MOBFRZZH4HHGU6YT.SEARCH&ppt=None&ppn=None&ssid=3fw55tp5yo0000001624017410024,https://rukminim1.flixcart.com/image/312/312/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjyhxwghgwf.jpeg?q=70
